user_id,age,subscription_tier,ab_test_group,daily_steps_avg,sleep_quality_score,supplement_purchases,churned_within_6mo
1074,63.4,Free,Variant_B,1456.0,5.1,0,1
1075,76.8,Free,Variant_B,1176.0,4.9,0,1
1076,33.7,Free,Variant_B,3618.0,7.0,0,1
1077,37.9,Basic,Variant_B,3388.0,4.1,0,1
1078,42.8,Free,Variant_B,2529.0,6.2,1,0
1079,32.4,Free,Variant_B,3493.0,7.0,0,1
1080,51.7,Free,Control,4554.0,7.5,1,1
1081,38.6,Premium,Control,5923.0,4.1,1,1
1082,80.2,Basic,Variant_B,1256.0,4.3,0,1
1083,40.2,Basic,Control,3085.0,4.7,0,1
1084,46.0,Free,Control,2274.0,5.9,0,1
1085,64.6,Basic,Control,2321.0,6.5,0,1
1086,35.4,Free,Control,2879.0,8.2,1,1
1087,31.9,Basic,Control,2885.0,5.2,0,1
1088,53.5,Premium,Control,3674.0,5.5,0,1
1089,54.8,Basic,Variant_B,2777.0,7.7,0,1
1090,64.0,Premium,Variant_B,4160.0,6.8,0,1
1091,59.2,Basic,Control,1000.0,7.2,1,1
1092,55.4,Free,Control,4946.0,7.1,0,1
1093,41.4,Premium,Variant_B,6260.0,5.4,2,1
1094,54.3,Free,Control,2538.0,3.8,2,0
1095,55.3,Basic,Variant_B,2913.0,3.6,0,1
1096,41.0,Free,Variant_B,2008.0,6.7,0,1
1097,87.8,Free,Variant_B,3940.0,8.1,1,1
1098,58.4,Free,Control,4730.0,9.4,0,1
1099,38.0,Free,Variant_B,3396.0,7.4,1,1
1100,64.1,Free,Control,3742.0,8.0,1,1
1101,67.5,Basic,Variant_B,2825.0,5.1,0,0
1102,57.3,Free,Variant_B,1517.0,3.8,0,1
1103,47.1,Free,Control,2646.0,7.2,1,1
1104,40.5,Basic,Control,3321.0,6.7,0,1
1105,49.5,Free,Control,2555.0,6.0,0,1
1106,56.1,Basic,Variant_B,2659.0,6.5,1,1
1107,50.9,Basic,Control,2891.0,6.4,0,1
1108,77.9,Premium,Variant_B,4360.0,8.4,2,1
1109,61.1,Basic,Control,2831.0,7.9,0,1
1110,39.3,Free,Variant_B,2153.0,6.5,0,1
1111,37.0,Basic,Variant_B,2543.0,7.1,1,1
1112,58.5,Free,Variant_B,1545.0,6.3,0,1
1113,47.4,Free,Variant_B,4030.0,5.7,0,1
1114,62.7,Basic,Control,1000.0,6.5,0,1
1115,58.4,Free,Control,3986.0,4.2,0,1
1116,49.6,Basic,Variant_B,4395.0,8.0,0,1
1117,39.5,Premium,Control,4909.0,4.8,1,1
1118,32.7,Premium,Control,2743.0,6.3,1,1
1119,54.0,Premium,Control,4558.0,5.3,2,1
1120,35.2,Free,Control,3231.0,6.9,0,1
1121,39.0,Free,Control,2209.0,5.7,0,0
1122,53.0,Basic,Variant_B,2424.0,3.4,2,1
1123,51.6,Free,Control,4499.0,7.1,0,1
1124,36.3,Basic,Variant_B,3940.0,5.4,0,1
1125,69.9,Basic,Control,1677.0,6.9,0,0
1126,69.3,Basic,Variant_B,1016.0,5.3,0,1
1127,59.1,Free,Control,2491.0,6.4,0,0
1128,59.1,Free,Variant_B,2605.0,4.4,1,1
1129,59.1,Free,Variant_B,3314.0,5.2,0,1
1130,150.4,Free,Control,1000.0,4.6,0,1
1131,67.3,Premium,Variant_B,5165.0,8.0,4,0
1132,61.5,Free,Variant_B,4704.0,9.1,1,1
1133,40.3,Free,Variant_B,4009.0,5.1,0,1
1134,47.2,Free,Variant_B,3008.0,7.6,1,1
1135,99.7,Basic,Control,1824.0,2.4,0,1
1136,29.8,Basic,Variant_B,3048.0,4.2,0,1
1137,44.0,Free,Control,4300.0,5.0,0,1
1138,70.1,Free,Control,1972.0,3.6,0,1
1139,41.0,Free,Variant_B,3225.0,3.7,0,1
1140,62.1,Free,Control,2810.0,6.6,0,1
1141,51.4,Basic,Variant_B,2471.0,5.5,0,1
1142,41.8,Basic,Variant_B,1792.0,6.2,1,1
1143,28.6,Free,Variant_B,3751.0,7.3,0,1
1144,53.6,Free,Variant_B,2868.0,6.4,0,1
1145,40.1,Premium,Control,5698.0,7.9,1,1
1146,49.0,Free,Control,2487.0,5.7,0,0
1147,58.9,Basic,Control,4043.0,4.6,0,1
1148,65.6,Free,Control,1812.0,7.2,1,1
1149,44.0,Free,Control,4832.0,5.7,3,0
1150,41.7,Free,Control,1417.0,4.1,0,0
1151,35.1,Basic,Variant_B,3733.0,6.0,0,1
1152,66.6,Premium,Variant_B,5143.0,5.3,2,1
1153,94.4,Free,Control,1316.0,4.8,0,1
1154,68.9,Free,Variant_B,3046.0,6.5,0,1
1155,73.8,Free,Control,3803.0,6.8,0,1
1156,41.1,Free,Control,1000.0,4.0,0,1
1157,57.8,Free,Variant_B,3346.0,5.4,0,1
1158,63.8,Free,Variant_B,1000.0,6.9,1,1
1159,22.1,Basic,Variant_B,2593.0,6.6,0,1
1160,37.5,Free,Control,4879.0,9.7,0,0
1161,82.1,Free,Variant_B,1776.0,7.4,0,1
1162,33.5,Premium,Variant_B,4157.0,8.1,1,0
1163,77.7,Free,Variant_B,2249.0,3.7,0,0
1164,33.4,Premium,Variant_B,7400.0,8.6,2,0
1165,38.0,Free,Variant_B,1409.0,5.4,0,1
1166,58.2,Premium,Variant_B,3785.0,5.4,0,1
1167,51.7,Basic,Variant_B,4463.0,6.7,0,1
1168,45.2,Premium,Variant_B,6954.0,8.7,4,1
1169,81.0,Premium,Variant_B,4277.0,7.2,1,1
1170,35.3,Free,Control,2055.0,4.4,1,0
1171,48.4,Premium,Variant_B,7127.0,8.5,6,1
1172,60.4,Free,Control,4387.0,5.5,1,1
1173,55.1,Free,Control,3577.0,6.5,0,1
1174,42.1,Free,Variant_B,2345.0,5.3,0,1
1175,42.5,Basic,Variant_B,3100.0,5.7,0,0
1176,65.3,Free,Variant_B,2534.0,7.0,0,1
1177,66.2,Basic,Control,3006.0,4.4,0,1
1178,55.5,Basic,Variant_B,4340.0,9.4,1,1
1179,39.7,Basic,Control,4086.0,3.6,0,1
1180,42.9,Premium,Variant_B,4064.0,5.5,0,1
1181,50.4,Free,Variant_B,4369.0,7.0,0,1
1182,52.5,Free,Variant_B,3264.0,7.0,0,1
1183,59.7,Free,Variant_B,3494.0,6.0,0,0
1184,47.7,Free,Variant_B,4512.0,6.4,1,0
1185,64.8,Free,Variant_B,1592.0,6.1,1,1
1186,64.6,Free,Control,2673.0,5.5,0,1
1187,74.7,Free,Control,1976.0,7.7,0,1
1188,51.0,Premium,Variant_B,3412.0,7.4,0,1
1189,55.8,Basic,Variant_B,3230.0,7.4,1,1
1190,48.7,Free,Control,5537.0,5.4,0,1
1191,39.8,Basic,Variant_B,1364.0,5.3,0,1
1192,93.6,Free,Control,2095.0,5.2,0,1
1193,71.5,Free,Variant_B,3211.0,4.6,1,1
1194,64.2,Basic,Variant_B,2840.0,6.5,0,1
1195,50.5,Free,Variant_B,2877.0,5.2,0,1
1196,38.9,Free,Variant_B,1923.0,6.6,0,1
1197,67.7,Premium,Control,4878.0,5.0,1,0
1198,48.5,Premium,Control,4273.0,9.0,0,1
1199,57.3,Basic,Variant_B,1000.0,4.0,1,1
1200,42.9,Basic,Variant_B,4337.0,6.8,0,1
1201,54.5,Basic,Control,3868.0,7.5,1,1
1202,43.6,Free,Variant_B,3180.0,5.2,0,1
1203,44.0,Free,Control,3348.0,7.4,0,1
1204,54.3,Free,Variant_B,3988.0,4.5,0,0
1205,33.3,Free,Variant_B,3558.0,8.4,0,1
1206,33.7,Basic,Control,4231.0,6.4,1,0
1207,41.0,Free,Control,2883.0,5.1,1,1
1208,47.5,Premium,Variant_B,6361.0,6.7,1,1
1209,65.4,Premium,Variant_B,5012.0,7.9,3,1
1210,48.3,Basic,Variant_B,3228.0,5.2,1,1
1211,50.4,Basic,Variant_B,1722.0,4.5,1,1
1212,46.5,Premium,Variant_B,5357.0,6.5,2,1
1213,55.8,Free,Variant_B,2052.0,3.9,0,1
1214,39.7,Basic,Variant_B,2568.0,8.6,0,1
1215,49.0,Free,Control,2204.0,4.9,0,1
1216,57.1,Basic,Control,1791.0,6.8,0,1
1217,54.2,Free,Control,5041.0,7.0,1,0
1218,50.9,Premium,Variant_B,6314.0,5.6,2,1
1219,51.0,Premium,Control,6900.0,7.3,4,1
1220,58.8,Free,Variant_B,1601.0,6.7,0,1
1221,95.2,Free,Variant_B,2166.0,5.4,1,1
1222,40.4,Premium,Variant_B,3899.0,8.1,1,1
1223,96.2,Free,Control,1380.0,7.0,1,1
1224,39.9,Premium,Control,4284.0,7.8,1,1
1225,27.9,Basic,Control,4681.0,5.9,0,0
1226,43.3,Free,Control,2737.0,4.3,0,1
1227,56.1,Free,Control,3946.0,5.4,1,1
1228,88.0,Free,Variant_B,2843.0,6.2,2,1
1229,38.9,Basic,Variant_B,5526.0,7.7,1,1
1230,58.7,Free,Variant_B,1347.0,2.2,0,1
1231,34.5,Basic,Variant_B,4569.0,6.5,0,1
1232,86.9,Free,Control,3408.0,6.4,0,1
1233,71.9,Basic,Variant_B,1588.0,5.1,0,1
1234,44.1,Premium,Variant_B,6126.0,9.0,2,0
1235,31.0,Premium,Control,5716.0,7.5,1,1
1236,75.7,Free,Variant_B,2258.0,7.7,1,1
1237,49.0,Premium,Control,4197.0,6.1,0,1
1238,73.2,Basic,Variant_B,1817.0,7.0,0,1
1239,50.7,Basic,Variant_B,5035.0,9.1,0,1
1240,51.4,Premium,Control,4973.0,8.6,2,1
1241,44.3,Free,Variant_B,3896.0,4.7,0,0
1242,61.0,Free,Variant_B,1989.0,5.3,0,1
1243,52.5,Premium,Variant_B,4170.0,5.9,2,1
1244,59.1,Free,Control,3900.0,7.0,0,1
1245,32.5,Premium,Variant_B,4000.0,7.4,0,1
1246,74.0,Premium,Control,4104.0,5.1,1,1
1247,80.2,Free,Control,2430.0,5.9,1,1
1248,52.4,Premium,Control,5062.0,3.7,2,1
1249,92.8,Free,Variant_B,1965.0,7.8,0,1
1250,85.0,Basic,Variant_B,2695.0,5.1,0,1
1251,61.4,Basic,Variant_B,3464.0,6.2,0,1
1252,76.0,Premium,Variant_B,5214.0,6.3,2,1
1253,69.4,Free,Control,1626.0,7.3,1,1
1254,30.6,Free,Control,3103.0,1.8,0,1
1255,46.8,Basic,Control,4260.0,6.4,3,1
1256,62.8,Basic,Control,3639.0,6.1,0,1
1257,82.0,Basic,Control,1000.0,4.7,0,1
1258,33.9,Free,Control,3673.0,8.8,0,1
1259,31.1,Free,Control,1400.0,4.1,1,1
1260,49.8,Free,Control,3050.0,7.2,0,0
1261,28.3,Premium,Control,7331.0,8.0,3,0
1262,49.3,Free,Control,2065.0,7.6,0,1
1263,56.5,Free,Variant_B,2035.0,4.7,0,1
1264,38.4,Premium,Variant_B,5996.0,5.9,1,1
1265,49.7,Free,Variant_B,1463.0,7.1,0,1
1266,67.3,Premium,Control,4020.0,7.0,4,1
1267,43.3,Basic,Control,3731.0,3.9,0,1
1268,40.1,Premium,Variant_B,4564.0,5.7,0,1
1269,49.1,Free,Control,2783.0,6.5,0,1
1270,37.4,Free,Control,3997.0,7.6,3,1
1271,90.3,Basic,Control,2616.0,4.9,1,1
1272,51.2,Premium,Control,5243.0,2.4,0,1
1273,41.2,Basic,Control,2837.0,6.7,0,1
1274,54.0,Free,Control,3290.0,4.3,0,1
1275,49.0,Basic,Variant_B,2896.0,2.9,0,1
1276,47.4,Basic,Control,3509.0,1.9,0,0
1277,43.3,Basic,Control,2637.0,7.1,0,1
1278,42.7,Basic,Variant_B,2963.0,6.2,0,0
1279,32.7,Premium,Control,4356.0,6.1,2,0
1280,76.0,Basic,Control,2445.0,7.9,2,1
1281,60.2,Free,Variant_B,1985.0,6.6,0,1
1282,55.6,Free,Control,1774.0,8.0,0,0
1283,48.8,Free,Control,3283.0,4.0,0,0
1284,38.2,Free,Control,3448.0,6.1,1,1
1285,40.5,Free,Control,3973.0,3.9,0,1
1286,33.5,Free,Variant_B,2898.0,5.6,2,1
1287,41.8,Free,Variant_B,3571.0,5.8,0,0
1288,36.9,Free,Control,3813.0,7.2,1,1
1289,83.4,Premium,Variant_B,4777.0,6.7,1,1
1290,65.9,Premium,Variant_B,3856.0,7.2,0,1
1291,51.9,Free,Control,3112.0,7.1,1,1
1292,39.3,Premium,Variant_B,5578.0,10.0,1,1
1293,37.4,Basic,Control,3260.0,5.6,1,1
1294,47.9,Free,Control,1000.0,3.9,1,1
1295,66.8,Free,Control,2825.0,6.3,0,1
1296,33.8,Basic,Control,5537.0,5.6,0,1
1297,59.9,Basic,Control,2441.0,8.0,0,1
1298,41.8,Basic,Variant_B,2436.0,5.4,0,1
1299,43.8,Free,Control,3497.0,5.3,0,1
1300,51.4,Free,Control,3284.0,5.4,1,1
1301,39.6,Free,Control,4400.0,7.5,0,1
1302,47.2,Free,Variant_B,1798.0,5.4,0,1
1303,38.8,Free,Variant_B,3956.0,5.4,1,1
1304,42.7,Free,Variant_B,3736.0,8.7,0,1
1305,63.5,Premium,Variant_B,4588.0,5.2,2,1
1306,52.2,Premium,Variant_B,5295.0,6.8,0,1
1307,63.4,Free,Control,3762.0,7.2,0,1
1308,41.6,Premium,Variant_B,6040.0,4.6,1,1
1309,60.1,Free,Variant_B,1655.0,6.3,0,1
1310,31.7,Free,Variant_B,4186.0,4.8,0,1
1311,51.4,Free,Variant_B,2907.0,7.2,0,1
1312,61.3,Basic,Control,2847.0,4.5,2,1
1313,31.4,Premium,Control,5445.0,7.9,0,1
1314,41.8,Basic,Control,3014.0,7.7,0,1
1315,51.4,Free,Variant_B,4164.0,7.7,0,1
1316,68.4,Basic,Control,2549.0,6.2,0,1
1317,42.7,Free,Control,2027.0,5.3,1,1
1318,59.4,Premium,Variant_B,4419.0,5.6,1,1
1319,77.7,Basic,Control,2625.0,8.1,0,1
1320,60.2,Free,Variant_B,4025.0,5.3,0,1
1321,47.7,Basic,Control,3649.0,4.7,0,1
1322,56.6,Basic,Control,2017.0,6.7,0,1
1323,42.4,Free,Control,5638.0,5.7,1,1
1324,52.0,Basic,Variant_B,3225.0,4.6,2,1
1325,48.4,Free,Control,4308.0,4.3,1,1
1326,56.0,Basic,Control,2727.0,5.2,1,1
1327,44.8,Premium,Variant_B,5637.0,6.8,1,1
1328,57.0,Premium,Control,5699.0,7.3,0,1
1329,44.7,Basic,Variant_B,4324.0,7.9,1,1
1330,65.7,Basic,Variant_B,3744.0,7.0,1,1
1331,46.0,Free,Control,3953.0,6.0,1,1
1332,28.5,Basic,Variant_B,3114.0,5.7,0,1
1333,37.7,Free,Control,2675.0,6.7,0,1
1334,50.9,Free,Variant_B,3314.0,8.0,1,1
1335,83.1,Free,Control,3270.0,6.3,0,1
1336,64.9,Free,Variant_B,2480.0,5.1,0,1
1337,27.3,Basic,Control,4518.0,5.0,1,0
1338,33.0,Free,Variant_B,4792.0,4.4,1,1
1339,71.2,Basic,Control,1660.0,6.6,2,1
1340,61.2,Free,Control,1939.0,6.5,0,1
1341,98.4,Free,Control,1891.0,6.5,0,1
1342,44.2,Basic,Control,3424.0,5.9,0,1
1343,39.4,Free,Variant_B,2687.0,8.0,0,1
1344,51.8,Free,Control,4317.0,5.7,1,1
1345,44.0,Basic,Variant_B,3545.0,7.6,1,1
1346,69.0,Free,Variant_B,2659.0,5.8,1,1
1347,43.5,Premium,Variant_B,3693.0,5.3,1,1
1348,46.8,Free,Control,1749.0,6.5,0,1
1349,38.0,Free,Control,3521.0,6.8,0,1
1350,63.5,Basic,Variant_B,1000.0,5.9,0,1
1351,38.6,Free,Control,4240.0,6.5,1,1
1352,57.3,Free,Control,2695.0,5.8,0,1
1353,88.1,Free,Variant_B,5482.0,10.0,0,1
1354,30.5,Free,Variant_B,5698.0,8.7,1,1
1355,78.9,Premium,Variant_B,4240.0,7.5,3,1
1356,55.1,Free,Control,2792.0,6.1,1,1
1357,36.4,Basic,Variant_B,4267.0,7.9,0,1
1358,52.3,Premium,Control,6656.0,8.0,3,1
1359,62.9,Free,Control,1104.0,5.4,0,1
1360,40.1,Premium,Variant_B,3411.0,5.7,1,1
1361,58.3,Free,Control,2211.0,5.6,1,1
1362,81.2,Premium,Control,4959.0,1.9,1,1
1363,43.5,Free,Control,3626.0,6.5,0,0
1364,37.9,Basic,Variant_B,4312.0,5.7,0,1
1365,48.8,Free,Variant_B,1824.0,8.0,0,1
1366,51.5,Free,Variant_B,1000.0,5.4,0,1
1367,70.2,Basic,Variant_B,3455.0,4.4,0,1
1368,48.3,Basic,Control,2205.0,5.7,0,1
1369,44.6,Free,Control,1089.0,3.8,0,1
1370,37.6,Free,Control,3393.0,6.8,0,1
1371,31.5,Basic,Control,4163.0,6.8,0,1
1372,34.8,Basic,Control,3182.0,7.5,1,1
1373,34.7,Premium,Variant_B,4847.0,5.4,1,0
1374,46.9,Basic,Control,2903.0,6.0,0,1
1375,32.8,Premium,Control,4973.0,4.6,2,1
1376,49.9,Basic,Control,1655.0,6.6,0,1
1377,87.4,Free,Control,1538.0,6.3,0,1
1378,70.8,Free,Variant_B,3105.0,6.8,1,1
1379,46.8,Basic,Control,3386.0,6.1,0,1
1380,107.1,Basic,Control,2027.0,6.3,0,1
1381,51.6,Free,Variant_B,1973.0,8.1,0,1
1382,53.8,Free,Control,2743.0,5.5,1,1
1383,48.5,Premium,Control,2852.0,6.2,0,1
1384,50.2,Basic,Control,3175.0,4.4,0,1
1385,43.1,Free,Variant_B,4566.0,5.2,1,0
1386,47.0,Free,Variant_B,1587.0,5.7,0,1
1387,79.1,Free,Variant_B,1832.0,7.3,0,1
1388,73.4,Free,Control,2862.0,5.6,0,1
1389,28.3,Free,Variant_B,4687.0,6.2,2,1
1390,33.7,Free,Control,2878.0,5.3,0,1
1391,40.3,Basic,Control,2503.0,5.0,0,1
1392,67.0,Free,Control,1000.0,5.8,0,1
1393,73.9,Premium,Control,4625.0,4.3,0,1
1394,62.8,Premium,Variant_B,6785.0,9.2,3,1
1395,36.4,Free,Variant_B,3549.0,5.2,0,1
1396,43.4,Basic,Variant_B,3111.0,7.1,0,1
1397,58.6,Free,Variant_B,3149.0,4.1,1,1
1398,47.2,Premium,Variant_B,5046.0,7.7,2,1
1399,45.3,Free,Control,2281.0,6.8,0,1
1400,45.5,Basic,Control,3913.0,6.9,0,1
1401,71.5,Basic,Variant_B,2795.0,4.4,0,1
1402,60.5,Free,Control,2808.0,6.3,0,0
1403,46.2,Free,Variant_B,2101.0,3.9,0,1
1404,55.9,Basic,Control,4186.0,6.0,1,1
1405,35.2,Basic,Control,3961.0,7.9,0,1
1406,43.4,Free,Control,2579.0,7.1,0,1
1407,69.2,Basic,Control,3617.0,6.2,0,1
1408,32.3,Free,Control,2856.0,4.5,0,1
1409,60.7,Basic,Variant_B,2004.0,6.6,1,1
1410,28.2,Free,Control,2676.0,5.9,0,1
1411,83.6,Premium,Variant_B,2557.0,2.4,0,1
1412,43.1,Free,Control,3610.0,7.4,0,1
1413,57.1,Free,Control,1027.0,5.3,0,1
1414,52.4,Free,Control,1723.0,7.4,0,1
1415,53.0,Free,Variant_B,1000.0,3.7,0,1
1416,55.5,Basic,Control,2803.0,1.2,0,1
1417,31.0,Free,Variant_B,3229.0,6.5,0,1
1418,53.3,Premium,Control,4607.0,7.0,2,1
1419,48.0,Free,Variant_B,1998.0,3.1,0,1
1420,43.2,Free,Control,1964.0,4.2,0,1
1421,40.3,Free,Variant_B,3659.0,10.0,0,0
1422,53.7,Free,Variant_B,2375.0,5.3,0,1
1423,38.0,Free,Variant_B,3556.0,7.3,0,1
1424,68.8,Free,Control,1738.0,4.6,0,1
1425,58.3,Free,Control,3014.0,2.9,2,1
1426,54.7,Free,Control,4209.0,6.1,0,1
1427,67.9,Basic,Variant_B,3228.0,5.7,0,1
1428,30.0,Basic,Variant_B,2988.0,5.4,0,1
1429,34.9,Free,Variant_B,3559.0,6.0,0,1
1430,59.1,Free,Control,2577.0,6.3,0,1
1431,40.9,Premium,Control,5190.0,6.5,2,1
1432,42.3,Basic,Control,2829.0,4.0,0,1
1433,33.7,Basic,Variant_B,3162.0,6.8,1,1
1434,38.0,Free,Variant_B,3452.0,3.2,0,1
1435,69.3,Basic,Variant_B,1620.0,2.5,0,1
1436,58.7,Basic,Control,1810.0,6.7,1,1
1437,53.5,Basic,Variant_B,1541.0,6.3,1,1
1438,42.7,Premium,Variant_B,3545.0,6.1,1,1
1439,52.5,Free,Control,1732.0,3.5,0,1
1440,71.3,Free,Variant_B,2733.0,4.8,0,1
1441,41.1,Basic,Variant_B,2284.0,5.4,1,0
1442,50.1,Premium,Variant_B,5511.0,4.4,1,1
1443,85.4,Free,Variant_B,2326.0,4.7,0,0
1444,62.6,Free,Control,1000.0,6.3,0,1
1445,42.9,Free,Control,3797.0,8.4,0,1
1446,61.0,Free,Variant_B,3591.0,5.6,1,1
1447,32.2,Basic,Control,2362.0,6.9,1,1
1448,49.6,Basic,Variant_B,3429.0,3.3,1,1
1449,61.0,Free,Variant_B,1924.0,6.6,0,1
1450,56.8,Free,Variant_B,2962.0,4.8,0,1
1451,60.8,Free,Variant_B,1520.0,6.0,0,1
1452,65.0,Free,Control,1000.0,5.0,1,1
1453,58.1,Basic,Control,2455.0,7.8,0,1
1454,57.6,Premium,Control,4724.0,5.3,1,1
1455,53.9,Premium,Control,4524.0,7.4,3,1
1456,36.9,Free,Control,2078.0,5.3,0,1
1457,69.3,Premium,Control,4214.0,6.2,2,0
1458,50.1,Basic,Variant_B,3268.0,5.8,0,1
1459,62.1,Basic,Variant_B,2713.0,4.6,0,1
1460,67.0,Free,Control,2842.0,5.9,3,1
1461,43.5,Free,Control,2461.0,5.7,0,1
1462,44.5,Free,Variant_B,4281.0,6.8,1,1
1463,46.2,Free,Control,1900.0,5.8,0,1
1464,73.6,Free,Control,3016.0,7.2,0,1
1465,38.9,Free,Control,4403.0,7.9,1,1
1466,77.8,Free,Variant_B,2925.0,4.4,0,1
1467,53.7,Basic,Control,2723.0,7.2,0,1
1468,54.9,Free,Variant_B,2374.0,4.0,0,1
1469,66.1,Free,Control,3715.0,7.1,1,1
1470,51.9,Premium,Variant_B,3538.0,7.1,1,0
1471,69.6,Premium,Control,3638.0,3.3,1,1
1472,43.5,Basic,Control,2733.0,6.1,0,1
1473,76.9,Premium,Variant_B,5699.0,6.2,0,1
1474,44.4,Basic,Variant_B,3492.0,5.0,0,1
1475,77.9,Premium,Variant_B,3473.0,8.2,0,1
1476,44.7,Free,Variant_B,2795.0,5.0,0,1
1477,46.6,Free,Variant_B,2454.0,4.6,1,1
1478,37.7,Free,Variant_B,2536.0,6.0,1,1
1479,40.4,Free,Variant_B,4171.0,7.4,0,0
1480,50.1,Free,Control,1625.0,5.3,0,1
1481,54.3,Basic,Control,4522.0,8.3,0,1
1482,67.9,Basic,Control,3470.0,7.0,0,1
1483,47.5,Basic,Variant_B,4140.0,3.1,0,1
1484,36.5,Free,Control,2808.0,5.1,1,1
1485,56.8,Premium,Control,4714.0,5.7,0,1
1486,53.2,Basic,Variant_B,1502.0,6.2,1,1
1487,58.7,Free,Variant_B,2301.0,1.8,1,1
1488,41.9,Basic,Variant_B,3655.0,10.0,1,0
1489,43.3,Free,Control,4431.0,7.3,1,1
1490,41.9,Free,Variant_B,2054.0,5.9,0,1
1491,72.1,Premium,Control,4192.0,8.2,1,1
1492,77.2,Free,Control,2305.0,9.3,0,1
1493,42.8,Free,Control,1749.0,6.9,0,1
1494,43.0,Premium,Control,5731.0,8.3,3,1
1495,61.2,Basic,Control,2052.0,5.9,1,1
1496,80.1,Free,Variant_B,2203.0,5.5,2,1
